created_at,sale_price,name,cost,category,retail_price
2021-10-31 14:30:09 UTC,144.94999694824219,Hurley Men's Phantom 60 Boardshort,34.320000093430281,Swim,55
2021-08-20 14:22:04 UTC,26.979999542236328,Hurley Men's Puerto Rico Road Phantom Boardshort,38.805000095162541,Swim,65
2022-05-14 15:11:19 UTC,14.949999809265137,Hurley Men's BP Solid Boardshort,78.259500095620751,Swim,139.5
2022-05-02 15:23:56 UTC,21.989999771118164,Hurley Men's  One and Only Long Sleeve Rashguard,21.000000052154064,Swim,35
2022-04-29 15:15:58 UTC,129,Hurley Men's Render 2-Way Stretch Board Short,30.305000152438879,Swim,55
2021-12-15 09:17:42 UTC,171,Hurley Men's Dimension Phantom Boardshort,36.270000133663416,Swim,65
2022-05-30 04:30:10 UTC,24,Hurley Men's Phantom Lynx Board Short,40.950000053271651,Swim,65
2022-03-07 13:25:00 UTC,139.5,Hurley Men's 4D Boardshort,96.4275004900992,Swim,149.5
2022-03-07 10:33:18 UTC,49.5,Hurley Men's Change 2 Way Stretch Boardshort,34.375000102445483,Swim,55
2022-03-29 10:23:38 UTC,54,Hurley Men's Puerto Rico Boardshort,29.550000093877319,Swim,50
2022-05-14 16:50:57 UTC,7.9000000953674308,Hurley Men's Hex Phantom Boardshort,40.7550001423806,Swim,65
2021-03-05 04:14:21 UTC,72.8499984741211,Hurley Men's BP Fuse Boardshort,64.2000000923872,Swim,100
2021-12-23 09:11:41 UTC,278,Hurley Men's Shutter Phantom Boardshort,41.2750001065433,Swim,65
2022-04-10 04:57:58 UTC,29.989999771118164,Hurley Men's  One and Only Short Sleeve Rashguard,18.082300525055079,Swim,29.450000762939453
2021-04-11 03:55:44 UTC,12.199999809265137,Hurley Men's Surface Two Way Stretch Boardshort,34.045000048354268,Swim,55
2021-11-18 05:33:31 UTC,95,Hurley Men's Fragment Supersuede Boardshort,27.810000032186508,Swim,45
2021-04-02 11:25:39 UTC,399,Hurley Men's Horizon Phantom Boardshort,37.700000125914805,Swim,65
2021-10-04 05:13:49 UTC,38,Hurley Men's Puerto Rico Sands Phantom Boardshort,37.2450000513345,Swim,65
2022-04-03 23:17:17 UTC,78,Hurley Men's Amigo Supersuede Boardshort,26.28000003285706,Swim,45
2020-03-04 22:52:35 UTC,48,Hurley Men's Straps Phantom Boardshort,37.310000061988831,Swim,65
2022-02-08 02:18:42 UTC,19.850000381469727,Hurley Men's Nova Supersuede Boardshort,40.853548123028872,Swim,64.949996948242188
2022-06-07 00:16:40 UTC,43.9900016784668,Hurley Men's Phantom Block Party Fizz Boardshort,41.600000038743019,Swim,65
2021-11-16 06:11:53 UTC,19.989999771118164,Hurley Men's Copy Supersuede Boardshort,23.639609183508306,Swim,38.189998626708977
2022-05-18 12:35:12 UTC,48,Hurley Men's 4d Solid Phantom Boardshort,82.693848367973771,Swim,139.44999694824219
2020-04-28 15:12:14 UTC,50,Hurley Men's Puerto Rico Space Phantom Boardshort,42.152548032958805,Swim,64.949996948242188
2021-11-29 15:44:56 UTC,24.989999771118164,Hurley Blue Orange and Gray Stagger Board Shorts,13.13475002720952,Swim,20.75
2022-04-28 10:47:34 UTC,35.090000152587891,Hurley Men's Void 2 Way Stretch Boardshort,32.230000058189034,Swim,55
2021-11-12 13:37:40 UTC,65,Hurley Men's Puerto Rico Merge 2 Way Stretch Boardshort,30.855000037699934,Swim,55
2022-06-04 03:03:16 UTC,46,Hurley Men's Motion Phantom Boardshort,38.25850017555058,Swim,59.5
2022-05-30 21:56:15 UTC,69,Hurley Men's Supersuede Future Boardshort,24.885000139474869,Swim,45
2022-05-19 07:53:48 UTC,12.600000381469728,Hurley Phantom Con Boardshorts - Black,32.572650592157991,Swim,51.950000762939446
2021-12-21 04:58:52 UTC,169.99000549316406,Hurley Men's Bolt Supersuede Boardshort,25.65000009723008,Swim,45
2022-05-26 02:59:42 UTC,14.199999809265137,Hurley Men's Cruise Two Way Stretch Boardshort,34.320000093430281,Swim,55
2021-05-02 03:47:57 UTC,66.5999984741211,Hurley Men's Kinetic Phantom Boardshort,54.001298295282567,Swim,87.949996948242173
2022-05-30 00:28:35 UTC,19.989999771118164,Hurley Men's Kontact 2 Way Stretch Boardshort,33.660000087693334,Swim,55
2021-10-27 14:22:01 UTC,12.989999771118164,Hurley Phantom Con Board Short - Men's,42.120000123977661,Swim,65
2021-04-04 06:02:26 UTC,195,Hurley Men's Cool By The Pool Boardwalk Short,37.09680057706386,Swim,59.450000762939446
2022-05-10 01:32:15 UTC,78.75,Hurley Men's Current Embroidered Board Short,23.763200705724955,Swim,37.130001068115234
2022-04-17 21:31:40 UTC,49.880001068115234,Hurley Men's P60 Fuse Boardshort,13.918239994654655,Swim,24.079999923706051
2021-07-22 03:40:48 UTC,19.950000762939453,Hurley Men's Phantom Straps Boardshort,40.723648228818917,Swim,64.949996948242188
2020-08-15 03:52:50 UTC,39.9900016784668,TRUNKS Men's Swami Short,32.77800009213388,Swim,54
2021-05-09 13:59:34 UTC,32.900001525878906,TRUNKS Men's Salty Boardie Short,23.85772114352018,Swim,37.9900016784668
2020-12-13 14:18:18 UTC,200,Trunks Men's San-O Full Elastic Shorts,34.9379999935627,Swim,54
2022-04-12 08:28:59 UTC,26.75,Ezekiel Men's Cozumel Board Short,24.769290783516169,Swim,44.310001373291016
2021-08-12 04:00:11 UTC,104,Rufskin - Parati -Rufskin Parati- Mesh Sunga Swimwear - Orange Lime or Lemon,32.448000088334084,Swim,52
2020-06-01 11:43:35 UTC,25,Rufskin - Angra - Brazilian Sunga Swimwear with Stripes - Navy or Red,34.44000006467104,Swim,56
2021-02-22 12:47:49 UTC,64,Rufskin - Palermo - Men's Stretchy Super Mesh Low Rise European Cut Bikini,27.855000039562583,Swim,45
2022-03-11 04:54:42 UTC,34.9900016784668,Rufskin - Buzio - Brazilian Mesh Sunga - White or Black,33.1020000949502,Swim,54
2022-02-20 05:01:43 UTC,32.950000762939453,Rufskin Spencer - Red White and Blue Sunga Cut Swimming Trunks,29.712000042200089,Swim,48
2021-10-13 03:07:19 UTC,39.9900016784668,Rufskin - Araial - Brazilian Sunga Bikini with Solid Black Back,34.343999996781349,Swim,54
2021-03-16 13:57:35 UTC,59,Rufskin - Napoli - Square Cut Swim Trunk,28.652000144124031,Swim,52
2021-09-27 07:50:35 UTC,9.9899997711181641,Rufskin - Brasrod - Brazilian Sunga Black Swimsuit,32.000000029802322,Swim,50
2020-03-25 06:52:09 UTC,31.950000762939453,Rufskin - Tijuca - Brazilian Asymmetrical Wave Sunga Two Toned Asymmetrical Wave Sunga Swimwear - Navy or White,30.4200000949204,Swim,52
2021-12-17 03:54:47 UTC,18,Rufskin SW6707 - Paraggi - Photo-Print Front Sunga Cut Swimsuit,30.576000072062016,Swim,52
2021-07-14 04:12:40 UTC,9.9899997711181641,Converse Board Shorts,17.857199192422627,Swim,32.349998474121094
2022-05-26 12:12:03 UTC,23.420000076293945,Nat Nast Men's Natatorium Swim Trunk,24.420000045793127,Swim,41.25
2022-04-25 04:30:50 UTC,41.5099983215332,Nat Nast Men's Deep Pockets,27.654689382424053,Swim,50.189998626708977
2021-05-02 10:39:43 UTC,30,Nat Nast Men's All Day Everyday,26.426740323717,Swim,45.020000457763672
2022-03-13 05:36:35 UTC,16.190000534057617,Rip Curl Men's Classic Short Sleeve Wave Lycra Rash Guard,20.026350464766477,Swim,34.950000762939453
2021-12-02 07:19:17 UTC,33.950000762939453,Rip Curl Wetsuits Men's Daily Dosage Boardshort,19.748191046604369,Swim,33.9900016784668
2021-08-09 02:00:57 UTC,48.950000762939446,Rip Curl Men's Mirage Flex Aggrolite Short,34.926500072702765,Swim,59.5
2022-04-10 06:08:39 UTC,24,Rip Curl Wetsuits Men's Mirage Grid Lock Short,30.91143982147932,Swim,53.479999542236328
2022-05-02 12:25:43 UTC,59.9900016784668,Rip Curl Men's Mirage Aggrolite Plus Boardshort,35.329691114177407,Swim,55.9900016784668
2021-09-11 12:23:57 UTC,125,Rip Curl Men's Mirage Hektic Short,38.989500047639005,Swim,69.5
2021-07-17 06:31:47 UTC,44.5,Rip Curl Men's Mirage Tangent Short,29.284200463789706,Swim,52.200000762939446
2021-06-13 18:03:55 UTC,39.979999542236328,Rip Curl Wetsuits Men's Stoke Boardshort,20.603430936008397,Swim,36.9900016784668
2022-03-25 20:47:58 UTC,100,Rip Curl Men's Hotskin Short Sleeve Jacket,36.566848347672817,Swim,64.949996948242188
2020-06-01 06:36:16 UTC,40,Rip Curl Mirage Flex Accelerate,20.576999208249148,Swim,36.099998474121087
2021-10-28 08:55:21 UTC,131.94000244140625,Rip Curl Wetsuits Men's Mirage Flex Freedom Boardshort,23.101399212843177,Swim,40.599998474121087
2022-06-02 07:06:13 UTC,49.9900016784668,Rip Curl Wetsuits Men's Mirage Core Boardshort,23.975519967700841,Swim,40.1599998474121
2020-12-25 07:23:01 UTC,55,Rip Curl Wetsuits Men's Lurid Boardshort Boardshort,23.895541142716112,Swim,36.9900016784668
2020-11-10 14:30:08 UTC,16.989999771118164,Rip Curl Men's Dawn Patrol Long Sleeve Jacket,45.891298324537281,Swim,79.949996948242173
2022-03-28 13:26:09 UTC,35,Teal Cove Men's 9 Inch Paneled Pipe Boardshort,24.662000007927418,Swim,38
2021-07-13 05:14:40 UTC,25,Joe Snyder Bulge Thong-Purple,12.892000023275614,Swim,22
2022-05-03 05:01:28 UTC,40.4900016784668,Joe Snyder Cheek Trunk Light Blue,16.5510000474751,Swim,27
2021-07-13 07:57:19 UTC,39.979999542236328,Stohlquist Men's Long Sleeve Burnout Rashguard,20.494081100283267,Swim,35.580001831054688
2021-10-17 11:24:21 UTC,8.9899997711181641,Stohlquist Men's 1mm Coreheater Longsleeved Shirt,49.549201144012805,Swim,78.9000015258789
2021-11-14 13:12:59 UTC,46,Stohlquist Men's Short Sleeve Burnout Rashguard,17.038500414282083,Swim,30.700000762939453
2021-02-12 05:41:17 UTC,63.950000762939446,Stohlquist Men's Long Sleeve P2 Insulated Shirt,28.079999611973761,Swim,46.799999237060554
2021-12-23 11:26:38 UTC,86,New Men's Sexy Center Patch Bikini Swimsuit 3G by Gregg Homme,8.53459979249686,Swim,13.899999618530272
2020-12-22 05:54:25 UTC,15,New Men's Sexy Center Patch Bikini Swimsuit 3G by Gregg Homme,7.27559982406497,Swim,12.899999618530272
2022-03-01 08:47:28 UTC,60,New Men's Sexy Center Patch Bikini Swimsuit 3G by Gregg Homme,8.359199777412412,Swim,12.899999618530272
2022-02-19 07:34:18 UTC,17,New Men's Sexy Center Patch Thong Swimsuit 3G by Gregg Homme,7.7528997905719068,Swim,12.899999618530272
2021-06-24 00:18:35 UTC,62,Gregg Homme 102625 - Magnetic - Sexy and Quick Drying Bikini Brief Swimwear,32.886000096797943,Swim,58
2022-03-16 08:45:03 UTC,130,3G Cargo Swim Square Cut Trunk 65845,24.301429875726747,Swim,40.569999694824219
2022-05-30 14:20:31 UTC,59.5,Mens Sexy Bandana Brazilian Cut Swimwear 3G by Gregg Homme,20.251110723703505,Swim,35.970001220703125
2020-11-05 15:06:22 UTC,42,Mens Sexy Atlantic Biker Cut Swimwear 3G by Gregg Homme,18.475440709737541,Swim,33.470001220703125
2021-04-05 15:04:38 UTC,70,555 Turnpike Big & Tall Plaid Swim Trunks,23.160000070929527,Swim,40
2020-07-28 06:04:16 UTC,24.25,Canyon Ridge Big & Tall Solid Swim Trunks,17.604129902291,Swim,29.989999771118164
2021-10-11 00:49:35 UTC,45.9900016784668,N2N Bodywear A1 - Black Dynasty - Floral Design Swim Trunks,20.672000063583251,Swim,34
2021-06-23 13:11:39 UTC,64.949996948242188,N2N Bodywear-LA Haze-Mens Low Rise Bikini Swimwear -Blue or Yellow,11.120000034570694,Swim,20
2022-06-07 03:47:04.692349 UTC,30,Men's Premium Athletic-Fit Swim Trunks - Cool Designs Available,12.593699872187525,Swim,19.989999771118164
2019-12-10 14:13:16 UTC,24,Caribbean Joe Men's Swim Trunks,15.161679927557408,Swim,23.989999771118164
2021-03-21 14:23:26 UTC,33.900001525878906,Caribbean Joe Men's Swim Trunks Shorts,9.2338398927374179,Swim,14.989999771118164
2021-10-02 10:37:35 UTC,9.2399997711181641,Maui and Sons Solid Swim Trunk,20.718720684616567,Swim,34.880001068115234
2022-03-26 23:08:04 UTC,66,Maui and Sons Print Swim Trunk,25.20416079508901,Swim,39.880001068115234
2020-12-26 05:31:52 UTC,23.329999923706051,Men's Tommy Hilfiger Swimming Trunks Bathing Suit Tropical Fish,41.491500101750717,Swim,69.5
2019-09-12 01:45:59 UTC,21,Island Passport Big & Tall Hibiscus Cargo Swim Trunks,32.150000147521496,Swim,50
2022-04-27 13:59:43 UTC,14.600000381469728,Pistol Pete PP-BK213-97-Marine - Side Buckle Easy Access Bikini Brief Swimwear- White Navy or Red,21.024000026285648,Swim,36
2021-09-06 03:18:12 UTC,89.989997863769531,LRG Salamander Camo Boardwalk Short - Men's,35.806931119477085,Swim,58.9900016784668
2021-02-07 03:17:15 UTC,132.66000366210938,LRG Core Logo Board Short - Men's,31.752000093460083,Swim,49
2020-10-13 15:59:18 UTC,103,Men's Jammers UPF50+ UV Sun Protective Swim Team Fitted Trunks,18.150000041350719,Swim,30
2019-06-26 22:01:50 UTC,80.989997863769531,Clever Men's Lines Swimsuit Brief,25.452000064775348,Swim,42
2022-01-28 13:29:17 UTC,55,Clever Men's Mahalo Swimsuit Brief,22.078000079840425,Swim,38
2020-08-31 02:23:35 UTC,69.949996948242188,Comune Men's Lukas Short,25.012500048615038,Swim,43.5
2020-05-16 13:35:52 UTC,44.779998779296882,Hatley Blue Whales Men's Swim Trunks,33.860611194140617,Swim,52.9900016784668
2022-05-04 00:28:31 UTC,65,Hatley Surfer Dude Men's Swim Trunks,31.82295053994325,Swim,52.950000762939446
2021-04-26 17:04:07 UTC,99.5,Brixton Men's Plank Boardshort,30.30440062650889,Swim,47.950000762939446
2021-04-10 05:04:29 UTC,88,Brixton Men's Volt Boardshort,20.55029104206622,Swim,35.9900016784668
2021-12-03 05:59:15 UTC,70.589996337890625,Brixton Men's Plank Slim Leg Trunk,22.4284505221501,Swim,37.950000762939446
2020-05-31 06:19:54 UTC,229,Timoteo Speedster Swim Trunks - Grey,27.460950461561975,Swim,48.950000762939446
2021-05-26 07:01:05 UTC,81.069999694824219,Champion Long Mesh Shorts with Pockets,18.74374991280958,Swim,29.989999771118164
2021-02-20 03:41:44 UTC,16.899999618530273,Champion 3.7 oz. Lacrosse Mesh Short,14.09571983732164,Swim,21.819999694824215
2021-09-24 21:30:00 UTC,60,Realtree Men's Solid Superfly Swim Short,16.623249944571405,Swim,28.909999847412109
2022-03-31 05:21:40 UTC,150,Cloudveil Men's Kahuna Short,11.352600241550803,Swim,17.850000381469727
2021-11-06 04:39:27 UTC,14,Hugo Boss Men Lobster Swim Shorts,37.878000054508448,Swim,59
2020-07-14 00:28:19 UTC,118.98999786376952,Hugo Boss Starfish Swim Shorts Turquoise,35.25164919400811,Swim,59.849998474121087
2021-01-24 06:17:51 UTC,12.140000343322754,Orange Line By Hugo Boss Men's Swimwear Shorts Andoya Navy Blue Trunk ST #50180060,44.850000154227018,Swim,69
2021-02-22 02:44:29 UTC,29,Hugo Boss Male Swim Short 50200434,20.477099594741688,Swim,34.299999237060547
2022-02-20 01:36:07 UTC,19.950000762939453,Hugo Boss Andaman Swim Boardshort 50220540,38.3360000923276,Swim,64
2021-08-30 04:23:29 UTC,69,Hugo Boss Men's Swimwear Shorts Laternfish BM Black ST #50220849,18.349000040441751,Swim,29.5
2022-03-31 11:35:37 UTC,12,Throwdown Riot Men's Board Shorts Fight Swim American Flag,34.633000072091818,Swim,59
2022-01-12 13:42:06 UTC,20,Throwdown Hit Squad Men's Board Shorts Fight Swim Trademark,25.273681181162303,Swim,39.9900016784668
2020-09-03 08:50:28 UTC,33,Throwdown Caged Men's Board Shorts Fight Swim Eagle,33.748000036925077,Swim,59
2021-02-27 05:27:37 UTC,39.979999542236328,Wildman T WT-43B - Contrast Banned Square Cut Swimuit w/ Ball Lifter Cock-Ring,21.175000048242509,Swim,35
2021-01-14 03:44:18 UTC,51.9900016784668,Ocean Current Men's Oxy Boardshort,16.200000040233135,Swim,27
2022-03-26 23:22:13 UTC,19.989999771118164,Ocean Current Men's Feeds Boardshort,15.95700005069375,Swim,27
2020-03-28 00:04:14 UTC,39.5,Men's UV Rash Guard Shirt - Long Sleeve Gun Metal Grey,14.720500492889435,Swim,24.950000762939453
2021-07-14 09:04:02 UTC,7.9499998092651358,Beach Depot UPF 50+ Men's Short Sleeve Rash Guard Shirt,17.3111004891783,Swim,29.950000762939453
2021-05-12 17:48:52 UTC,34.9900016784668,Beach Depot UPF 50+ Men's Long Sleeve Rash Guard Shirt,18.598950509934877,Swim,29.950000762939453
2022-05-11 16:46:27 UTC,13.140000343322754,Original Penguin Men's Earl Solid Volley Swim Short,38.480000072158873,Swim,65
2022-02-10 15:29:00 UTC,24,Original Penguin Men's Box Swim Short,41.145000085234642,Swim,65
2022-05-28 10:02:51 UTC,34.979999542236328,Original Penguin Men's Printed Volley Swim Trunk,34.908859555974004,Swim,54.459999084472656
2022-03-15 21:22:58 UTC,37.7400016784668,Original Penguin Men's Volley Swim Short,42.84900008328259,Swim,69
2022-03-15 21:12:07 UTC,32.950000762939453,Original Penguin Men's Printed Volley Trunk,39.650000082328923,Swim,65
2021-11-28 01:35:37 UTC,19.5,Original Penguin Men's Box Swm Short,37.700000125914805,Swim,65
2020-11-19 01:21:43 UTC,199.99000549316409,Original Penguin Men's Printed Volley Swim Trunk,38.220000090077519,Swim,65
2020-06-11 14:17:20 UTC,168,Original Penguin Men's Pieced Boardshort,30.377250063233081,Swim,51.75
2021-02-25 10:37:13 UTC,297,Original Penguin Men's Printed Box Swim Short,36.140000112354763,Swim,65
2022-04-13 04:46:09 UTC,346,Original Penguin Men's Volley Swim Short,41.6760001159273,Swim,69
2019-11-06 09:55:16 UTC,16,Toes On The Nose Men's Backyards Boardshort,36.120000095106654,Swim,60
2022-04-01 05:23:04 UTC,199.99000549316409,Toes on the Nose Men's T-Street Boardshort,37.352000072598457,Swim,58
2021-02-10 04:23:49 UTC,49.5,Polo Ralph Lauren Men's White Logo Board Shorts,41.994398982501032,Swim,74.989997863769531
2021-08-27 05:27:03 UTC,133,Polo Ralph Lauren Mens Big Pony Beach Shop Swim Trunks,56.564000269398086,Swim,89.5
2021-02-18 17:00:42 UTC,19.989999771118164,Hook & Tackle Nylon BeerCan Trunks,14.244299923532456,Swim,24.989999771118164
2022-04-06 23:42:34 UTC,34,Harbor Bay Big & Tall Swim Rash Guard,19.87200003862381,Swim,36
2020-04-12 06:27:52 UTC,55.5,O'Neill Hangover Boardshorts,29.353500063065439,Swim,49.5
2022-05-29 16:35:44 UTC,149,Uzzi Mens Solid Color Shorts,9.9457798795562979,Swim,15.989999771118164
2021-11-15 13:12:28 UTC,59.9900016784668,Finis Men's Jammer Swim Suit,18.682159889690727,Swim,31.989999771118164
2021-01-09 14:05:03 UTC,16.350000381469727,Finis Men's Hydrospeed 2 Jammer Swimsuit,61.49384880169071,Swim,99.989997863769517
2022-06-07 00:18:33.034454 UTC,42,Finis Men's Hydrospeed Velo Jammer Swimsuit,119.39403357221212,Swim,199.99000549316409
2021-05-29 16:16:51 UTC,39.4099998474121,Finis Men's Hydrospeed Flux Jammer Swimsuit,81.1137636485526,Swim,129.99000549316406
2019-12-02 12:19:02 UTC,33.950000762939453,FINIS Men's Water Polo Suit,16.010279886597097,Swim,27.989999771118164
2021-04-06 04:45:35 UTC,52.450000762939446,FINIS Men's Drag Suit,18.563809884688407,Swim,29.989999771118164
2021-06-14 06:24:05 UTC,25,Cocksox CX24PR- Low Rise Brief Swimwear - Striped,29.205000009387728,Swim,45
2021-10-05 14:30:28 UTC,9.9899997711181641,Cocksox Swim Bikini CX02,31.148000075016167,Swim,52
2022-04-17 21:25:04 UTC,12.989999771118164,Lacoste Drawstring Vertical Logo Swim Trunk,55.080000162124641,Swim,85
2020-02-20 16:38:16 UTC,22.540000915527344,Maui and Sons Stripe Swim Trunk,23.345040724477769,Swim,36.880001068115234
2020-02-15 08:47:37 UTC,69.949996948242188,Maui and Sons Stripe Swim Trunk,23.381920800285343,Swim,36.880001068115234
2021-06-07 02:12:52 UTC,20,Pull-In Men's Tzar Swimwear Short,33.073039274859283,Swim,53.689998626708977
2022-01-23 13:51:12 UTC,62,Zanerobe Men's Lennox Board Short,48.980000082403421,Swim,79
2022-03-26 17:13:15 UTC,39.950000762939446,Zanerobe Men's Hobie Short,44.781000014394522,Swim,69
2021-11-27 12:52:35 UTC,39.9900016784668,Zanerobe Men's Nippa Short,34.27900012396276,Swim,59
2021-11-08 10:48:41 UTC,11,Zanerobe Men's Hobie Printed Short,47.874000121839352,Swim,79
2021-12-06 14:56:16 UTC,10.5,Zanerobe Men's Avalon Stripe Short,38.364000119268894,Swim,69
2021-11-25 01:56:11 UTC,45.950000762939446,Ted Baker Men's Mid Length Short,22.16740013910681,Swim,36.340000152587891
2021-10-08 22:19:24 UTC,22.799999237060547,Ted Baker Men's Shortty Trunk,19.819259834339615,Swim,32.069999694824219
2021-12-03 07:00:50 UTC,54,Ted Baker Men's Stroppi Side Seam Short,22.998320952162445,Swim,40.4900016784668
2022-05-19 15:13:32 UTC,75.529998779296861,Ted Baker Men's Swim Shorty Swim Short,48.1500000692904,Swim,75
2021-05-22 15:54:20 UTC,11.989999771118164,Ted Baker Men's Corgie Mid Length Short,54.655000250786543,Swim,85
2022-05-20 12:03:52 UTC,11.989999771118164,Ted Baker Men's Shorrti Fashion Swim Trunks,43.20000009611249,Swim,75
2022-05-30 07:11:20 UTC,56,Men's UV Swim Shirt--Short Sleeve,23.954011063091933,Swim,39.9900016784668
2019-08-08 03:02:41 UTC,34.5,Island Outfitters Big & Tall Hibiscus Print Swim Trunks,23.120000064373016,Swim,40
2021-11-21 02:56:53 UTC,34.069999694824219,Calvin Klein Men's Voltage Stripe Drawstring Swim Short,47.7300002425909,Swim,74
2021-05-06 16:30:58 UTC,12.180000305175779,Calvin Klein Men's Colorblock Boardshort,41.810000099241726,Swim,74
2022-02-17 14:33:25 UTC,19.989999771118164,Calvin Klein Men's Colorblock Trunk Brief,27.714000060455877,Swim,46.5
2022-06-06 02:44:21 UTC,16.8799991607666,Calvin Klein Men's Bermuda Swim Short,43.660000126808882,Swim,74
2022-03-25 04:11:37 UTC,50,Calvin Klein Men's Tubular Stripe Boardshort,41.662000074982643,Swim,74
2022-02-03 00:35:58 UTC,118,Free Country Men's Solid Boardshort,14.32500001974404,Swim,25
2022-02-09 07:23:13 UTC,36,Free Country Men's Catalina Boardshorts,14.625000045634806,Swim,25
2021-11-12 01:22:59 UTC,34.9900016784668,Free Country Men's Dipper Boardshorts,14.000000059604645,Swim,25
2022-01-12 00:35:56 UTC,46.959999084472656,Free Country Men's Island Palm Plaid Free C Board Swimsuit,10.63439991710186,Swim,18.989999771118164
2022-05-30 10:13:15 UTC,44.979999542236328,Sons of Anarchy Reaper Argyle Gray Mens Boardshorts,21.728000508517027,Swim,33.950000762939453
2021-02-08 16:12:13 UTC,32,Island Outfitters Big & Tall Hibiscus Swim Trunks,25.273681181162303,Swim,39.9900016784668
2020-11-19 02:33:09 UTC,25,DC Men's Lanai Boardshort,30.402000054717064,Swim,54
2021-11-26 01:28:14 UTC,82,DC Men's Lunchmeat Boardshort,33.912000127136707,Swim,54
2021-11-09 11:49:52 UTC,14.819999694824221,DC Men's Rigby Engineered Novelty Print Board Short,38.006000109016895,Swim,62
2022-04-14 07:25:13 UTC,78,DC Men's Scramble Engineered Novelty Print Board Short,32.832000100985169,Swim,54
2022-05-21 17:11:11 UTC,189,DC Men's Cartridge Engineered Splatter Print Board Short,29.862000167369843,Swim,54
2022-03-30 00:37:49 UTC,170,DC Men's Flecktone Boardshort,35.5770000894554,Swim,59
2021-03-31 17:42:15 UTC,29.950000762939453,DC Men's Straight Pant,40.03200008906424,Swim,69.5
